iter	Passed	Remaining
847	1293	231
848	1294	230
849	1296	228
850	1297	227
851	1299	225
852	1300	224
853	1302	222
854	1303	221
855	1305	219
856	1307	218
857	1308	216
858	1310	215
859	1311	213
860	1313	211
861	1314	210
862	1316	208
863	1317	207
864	1319	205
865	1321	204
866	1322	202
867	1324	201
868	1325	199
869	1327	198
870	1329	196
871	1330	195
872	1332	193
873	1334	192
874	1335	190
875	1337	189
876	1338	187
877	1340	186
878	1342	184
879	1343	183
880	1345	181
881	1346	180
882	1348	178
883	1350	177
884	1351	175
885	1353	174
886	1355	172
887	1357	171
888	1358	169
889	1360	168
890	1361	166
891	1363	165
892	1365	163
893	1366	162
894	1368	160
895	1369	158
896	1371	157
897	1373	155
898	1374	154
899	1376	152
900	1377	151
901	1379	149
902	1380	148
903	1382	146
904	1383	145
905	1385	143
906	1386	142
907	1388	140
908	1389	139
909	1391	137
910	1393	136
911	1394	134
912	1396	133
913	1397	131
914	1399	129
915	1400	128
916	1402	126
917	1404	125
918	1405	123
919	1407	122
920	1408	120
921	1410	119
922	1411	117
923	1413	116
924	1414	114
925	1416	113
926	1417	111
927	1419	110
928	1420	108
929	1422	107
930	1423	105
931	1425	103
932	1427	102
933	1428	100
934	1430	99
935	1431	97
936	1433	96
937	1434	94
938	1436	93
939	1437	91
940	1439	90
941	1440	88
942	1442	87
943	1444	85
944	1445	84
945	1447	82
946	1449	81
947	1451	79
948	1452	78
949	1454	76
950	1456	75
951	1457	73
952	1459	71
953	1460	70
954	1462	68
955	1464	67
956	1465	65
957	1467	64
958	1468	62
959	1470	61
960	1472	59
961	1473	58
962	1474	56
963	1476	55
964	1478	53
965	1479	52
966	1481	50
967	1482	49
968	1484	47
969	1485	45
970	1487	44
971	1489	42
972	1490	41
973	1492	39
974	1493	38
975	1495	36
976	1496	35
977	1498	33
978	1499	32
979	1501	30
980	1502	29
981	1504	27
982	1506	26
983	1507	24
984	1509	22
985	1510	21
986	1512	19
987	1513	18
988	1515	16
989	1517	15
990	1518	13
991	1520	12
992	1521	10
993	1523	9
994	1524	7
995	1527	6
996	1528	4
997	1530	3
998	1532	1
999	1534	0
